gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
Gm35463	8.384253	0.4627352	0.47711977	0.107157	0.172976
Gm35464	0.7495483	-0.3225338	0.89056253	0.3059754	0.4220167
Gm35469	1.392923	0.05173388	0.65036495	0.8498448	0.8950727
Gm35471	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm35474	0.2581947	0.002001014	0.94492209	0.9939477	NA
Gm35476	3.626825	1.358896	1.10945502	0.01038882	0.02036919
Gm35477	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35478	0.3191029	-0.1138933	0.94267456	0.6764228	NA
Gm35486	43.9149	0.5261592	0.23756455	0.008471248	0.01685596
Gm35496	0.2474021	0.00187604	0.95027303	0.9943076	NA
Gm35502	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35507	5.097604	-1.604691	0.98574201	0.003289272	0.006913399
Gm35515	20.25225	-0.1790877	0.28948571	0.4238162	0.5448843
Gm35520	0.2647318	0.02380941	0.94267863	0.9282836	NA
Gm35524	0.3475629	-0.1704306	0.95837598	0.5439009	NA
Gm35527	1.239224	0.3569941	0.88100065	0.2672085	0.3785102
Gm35529	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm35531	2.8413	-1.780798	1.50457667	0.006930262	0.01395379
Gm35534	0.5033809	-0.2788866	0.98483256	0.3573507	NA
Gm35535	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm35541	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm35545	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35546	0.7759214	0.1440146	0.82123052	0.6128195	0.7181853
Gm35549	0.6254145	-0.06349992	0.80876021	0.8188016	0.875337
Gm35550	0.8717905	0.613056	1.15968212	0.1117061	0.1794494
Gm35551	85.30309	0.6348844	0.2192248	0.0007672908	0.001733963
Gm35558	18.90246	0.1617647	0.29434973	0.4734567	0.5913483
Gm35562	2.672009	0.006685588	0.51728066	0.9796674	0.9912381
Gm35566	1.505838	0.01257495	0.61438019	0.9628783	0.9806426
Gm35567	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm35572	28.01139	5.168755	0.7003424	9.093846e-15	3.982005e-14
Gm35574	0.3672759	-0.06978732	0.87096857	0.7995827	NA
Gm35578	1.546886	0.1442613	0.66955499	0.6069577	0.7136653
Gm35582	0.2486866	0.1101941	0.98607124	0.6785221	NA
Gm35584	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm35585	0.6181895	0.1953164	0.90875334	0.5000688	0.6165305
Gm35591	7.300073	5.509184	1.13257316	3.466397e-08	1.089635e-07
Gm35595	0.2474023	0.001894563	0.95027303	0.9942514	NA
Gm35596	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35598	0.2486866	0.1101941	0.98607124	0.6785221	NA
Gm35599	0.6109217	-0.3503689	1.01803847	0.2723642	0.3845208
Gm35601	1.106866	-0.07456722	0.6520072	0.785782	0.8548003
Gm35602	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm35607	79.64591	0.008884917	0.17839758	0.9560601	0.9760552
Gm35608	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm3561	2.251421	0.2589553	0.63245385	0.3721266	0.4927164
Gm35610	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm35611	1.485519	0.09737765	0.62843785	0.7224553	0.8051286
Gm35612	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm35624	1.823343	-2.042789	1.67836396	0.004995281	0.01025175
Gm35625	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm35627	0.3790317	0.06926257	0.90869947	0.7987199	NA
Gm35630	0.2478993	0.005205333	0.95005475	0.9842097	NA
Gm35631	27.5751	0.4043946	0.28500968	0.07105896	0.1197521
Gm35636	2.728584	-0.6950808	1.40082783	0.08104607	0.1345944
Gm35639	1.613686	0.1458911	0.63562287	0.6001512	0.7077986
Gm35641	1.131333	0.3406803	0.84197073	0.2828756	0.3966753
Gm35649	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm35650	0.368094	-0.1909103	0.96468409	0.5019376	NA
Gm35655	3.598127	-0.6262309	0.94913157	0.09873681	0.16083
Gm35657	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm35658	58.95797	0.9951166	0.2364775	9.03192e-07	2.594227e-06
Gm35672	0.2534057	0.1161205	0.97493107	0.6656146	NA
Gm35676	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm35677	3.396347	0.7442744	0.80172064	0.05123884	0.08896452
Gm35678	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm35679	1.051901	0.8232564	1.28575106	0.06156392	0.1050116
Gm35686	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35688	1.301615	0.7858006	1.13636268	0.06492132	0.1103118
Gm35689	0.2461215	-0.1068211	0.98450615	0.6875456	NA
Gm35692	0.245279	-0.1065463	0.98441316	0.6882774	NA
Gm35696	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35700	0.2461215	-0.1068211	0.98450615	0.6875456	NA
Gm35701	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm35710	0.2417178	-0.1054349	0.9840305	0.6912443	NA
Gm35711	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm35714	0.3752641	-0.1948772	0.96493178	0.4943395	NA
Gm35715	0.2521784	0.115849	0.97544923	0.6662012	NA
Gm35718	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35720	1.971017	0.05578066	0.55841839	0.8344144	0.8851317
Gm35721	0.5249886	-0.1448359	0.89860841	0.6071402	0.713667
Gm35723	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm35725	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35726	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35730	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35732	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35735	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm35739	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm35740	0.2461215	-0.1068211	0.98450615	0.6875456	NA
Gm35741	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35746	0.6158991	-0.2157418	0.8778609	0.4638603	0.5828177
Gm35750	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm35751	6.170493	2.063151	1.01153435	0.0008790751	0.001975121
Gm35752	0.2556633	0.1120471	0.98678848	0.6736284	NA
Gm35756	0.2461215	-0.1068211	0.98450615	0.6875456	NA
Gm35760	0.3850826	-0.0814202	0.86789454	0.7680306	NA
Gm35761	0.6358556	0.2304167	0.87974111	0.4380951	0.5595368
Gm35762	0.4956221	-0.1611629	0.83475032	0.5739759	NA
Gm35768	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm35771	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm35775	0.2486866	0.1101941	0.98607124	0.6785221	NA
Gm35778	0.7854041	0.1813266	0.88373812	0.5294668	0.6440068
Gm35782	3.916254	0.4880027	0.666194	0.1325184	0.2089807
Gm35785	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35795	0.3716465	0.1962539	0.96688395	0.4914361	NA
Gm35797	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35801	0.4934197	0.2309821	1.00592552	0.4241619	NA
Gm35807	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35808	0.6287149	0.0693229	0.80950669	0.8027606	0.8654723
Gm35813	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35814	0.746734	0.527682	1.09554635	0.1466115	0.2280182
Gm35816	5.487568	-0.1809183	0.4505025	0.4894655	0.6063545
Gm35818	0.3802982	-0.06036778	0.90574112	0.8238522	NA
Gm35823	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35824	0.7497498	0.1448163	0.78871565	0.6110543	0.7168898
Gm35828	0.7227207	0.4202152	1.06520158	0.2106348	0.3107816
Gm35829	7.371863	0.8115368	0.61427225	0.0211053	0.03947396
Gm35833	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm35835	8.303847	1.873663	0.82453829	0.0005562995	0.001276719
Gm35837	7.478626	-1.451766	0.80409026	0.002486087	0.005303549
Gm35850	0.816033	0.342553	0.94547391	0.2835566	0.3974413
Gm35851	4.083421	4.45354	1.33175847	1.30925e-05	3.453089e-05
Gm35853	76.9541	-0.4128035	0.21445509	0.02620285	0.04817311
Gm35855	0.8779083	-0.5312866	1.12977445	0.1443686	0.2251832
Gm35856	0.8652821	-0.1878331	0.79876504	0.517783	0.6331901
Gm35857	0.9921181	0.2698846	0.80860037	0.3737868	0.4944003
Gm35866	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm35867	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm3587	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35874	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm35875	0.2417178	-0.1054349	0.9840305	0.6912443	NA
Gm35878	0.2469792	0.001359863	0.95049841	0.9958732	NA
Gm35883	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm35886	0.4751112	-0.2439812	0.97220396	0.4090758	NA
Gm35890	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35899	0.2439207	-0.1093534	0.97695477	0.6824459	NA
Gm35900	13.50015	2.909461	0.60099514	5.412782e-08	1.67998e-07
Gm35907	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm35909	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm35918	0.2508934	0.002004904	0.94839828	0.9939235	NA
Gm35920	0.4883098	-0.09995416	0.89016746	0.7175759	NA
Gm35929	0.2582664	-0.1092249	0.98533405	0.681164	NA
Gm35930	0.4915369	-0.1463348	0.8626006	0.6061659	NA
Gm35932	4.535733	0.2551454	0.47475061	0.3454828	0.4645972
Gm35934	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm35939	0.2461215	-0.1068211	0.98450615	0.6875456	NA
Gm35940	0.3685606	0.07515755	0.87216157	0.7847957	NA
Gm35941	0.7620923	0.005489048	0.74670338	0.9841133	0.9933279
Gm35946	0.2846028	-0.02885199	0.93326363	0.9136485	NA
Gm35956	0.5048298	0.2842366	0.98849643	0.349899	NA
Gm35959	12.74946	0.4120028	0.36625769	0.1062249	0.1716592
Gm35963	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm35966	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm35970	0.248152	0.1134319	0.97618229	0.6721735	NA
Gm35971	0.5733468	-0.3579801	0.9925294	0.2664899	0.3776997
Gm35974	5.546249	1.414569	0.86425438	0.003900683	0.008120752
Gm35977	3.668353	-4.206798	1.38312851	3.160458e-05	8.075597e-05
Gm35978	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm35982	0.2417178	-0.1054349	0.9840305	0.6912443	NA
Gm35986	0.4915495	-0.1722905	0.84200082	0.5498792	NA
Gm35988	5.202396	-0.8134459	0.71137538	0.0299338	0.05449371
Gm35995	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm35998	0.2486973	0.002038573	0.94957543	0.9938171	NA
Gm36003	4.022547	0.2054831	0.50746342	0.4482933	0.568797
Gm36005	2.156769	0.3113288	0.67795175	0.3014384	0.4170407
Gm36007	0.9410439	0.1984294	0.82635163	0.4970698	0.6136026
Gm36008	0.6369944	0.429964	1.03316443	0.204966	0.3036697
Gm36019	0.3691822	-0.1615095	0.99689862	0.5552453	NA
Gm36023	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36024	0.253407	0.1161149	0.97492634	0.6656295	NA
Gm36025	0.3953048	0.2090071	0.96806899	0.4678838	NA
Gm36026	10.76356	0.147594	0.346086	0.5410511	0.6544992
Gm36027	1.119347	-0.3174689	0.83432048	0.3099584	0.4265414
Gm36031	0.7483351	0.01016169	0.74381425	0.9705938	0.9860683
Gm36033	45.95863	-0.06319621	0.21030375	0.7298975	0.811102
Gm36038	0.6169808	0.06345325	0.85032137	0.817946	0.8749903
Gm3604	148.7933	0.582171	0.15060966	3.132456e-05	8.009001e-05
Gm36040	0.2556633	0.1120471	0.98678848	0.6736284	NA
Gm36043	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36048	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36059	0.9921433	0.4088585	0.9679423	0.2215307	0.3239181
Gm36071	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36084	0.4350435	0.2425035	0.93599716	0.4151491	NA
Gm36086	2.641552	1.960327	1.62199989	0.005508207	0.01124295
Gm36090	67.3671	1.945848	0.22091785	1.459443e-19	7.698433e-19
Gm36101	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36102	3.527608	0.4008525	0.60763759	0.1884465	0.2826286
Gm36109	12.41109	0.9799125	0.54341209	0.004725819	0.009735508
Gm36111	2.611661	-1.167325	1.29930732	0.02432208	0.04499988
Gm36112	0.495447	0.2789715	0.98652317	0.3570494	NA
Gm36116	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36117	28.27173	1.524134	0.35548688	5.795607e-07	1.685535e-06
Gm36118	2.360809	-0.6182078	0.8497154	0.09305475	0.152598
Gm36122	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36123	0.3725605	-0.07002503	0.86935303	0.7990059	NA
Gm36126	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36127	0.8417183	0.05866485	0.71704316	0.8319435	0.8837832
Gm36129	28.48569	-0.6670516	0.95186415	NA	NA
Gm36132	22.27097	0.5725248	0.33433453	0.02087841	0.03907675
Gm36134	1.856504	-0.976448	1.32628288	0.04133943	0.07316708
Gm36140	0.2569645	0.00202867	0.94519749	0.993863	NA
Gm36144	0.9954549	-0.2679237	0.80018224	0.3762894	0.496927
Gm36146	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm36153	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36154	0.3825469	0.07677185	0.86819176	0.7806	NA
Gm36157	17.27512	-0.4180745	0.35647358	0.09723476	0.1587089
Gm36161	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36163	0.4070461	0.02999571	0.84956142	0.9128328	NA
Gm36167	0.2524822	0.002057421	0.94755367	0.9937674	NA
Gm36180	1.514605	0.5135417	0.94399055	0.1495822	0.2321487
Gm36182	33.83338	0.1735506	0.26340318	0.4141866	0.5353159
Gm36183	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36185	0.2752293	0.1138745	0.96120038	0.6736777	NA
Gm36187	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm36188	6.374042	-3.029524	1.14119419	0.00012523	0.0003042121
Gm36193	95.64181	5.697961	0.44960388	4.812232e-38	4.293576e-37
Gm36195	9.770177	0.1914803	0.36676169	0.4391225	0.5602022
Gm36198	5.393932	-0.01477997	0.41521721	0.9531288	0.9739802
Gm36199	0.3626381	0.1791869	0.9581114	0.5260253	NA
Gm36203	2.639558	-1.170382	1.2924497	0.0239579	0.04436186
Gm36210	0.49284	0.002231731	0.83273839	0.9935104	NA
Gm36213	2.904478	0.3628265	0.65314789	0.2353586	0.3408539
Gm36216	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36220	2.227107	-0.1397279	0.55193265	0.6057787	0.7126435
Gm36222	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36223	2.593027	-3.305323	1.61579964	0.0004287278	0.0009941053
Gm36224	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm36227	0.8724561	-0.1670361	0.81931814	0.5614112	0.6740853
Gm36228	0.2569642	0.002043352	0.94519778	0.9938186	NA
Gm36231	1.354995	0.257111	0.74293276	0.3889472	0.5104376
Gm36232	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm36233	49.65406	2.354908	0.30122507	4.379659e-16	2.032422e-15
Gm36235	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm36236	1.88619	0.2477178	0.63405841	0.3912746	0.5127749
Gm36239	0.2581229	0.1120471	0.98678848	0.6736284	NA
Gm36243	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm3625	35.80105	0.06911472	0.24499019	0.7337342	0.8139636
Gm36251	0.5998251	-0.2165965	0.88102403	0.4622091	0.581309
Gm36252	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm36254	0.3746566	-0.09449518	0.87698574	0.7327292	NA
Gm36263	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36264	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36266	87.97843	0.5481347	0.19118217	0.001276992	0.002821574
Gm36271	0.246021	0.00264202	0.95102967	0.9919799	NA
Gm36279	14.38395	2.853902	0.58654582	4.914584e-08	1.529031e-07
Gm36282	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36283	1.487412	0.1020582	0.62745679	0.7099372	0.7947817
Gm36286	0.3777204	0.199647	0.96716854	0.4850573	NA
Gm36287	7.750429	-1.31723	0.79702135	0.004185432	0.008680305
Gm36297	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm36298	42.69684	1.584899	0.27038904	2.203013e-10	7.819049e-10
Gm36299	0.6259726	-0.05678398	0.84745666	0.8366337	0.8865864
Gm36300	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36301	7.541715	1.798405	0.80045096	0.0006207608	0.001417254
Gm36303	0.2521931	-0.1122743	0.97390979	0.6755351	NA
Gm36311	4.345197	-0.1259165	0.45647557	0.6275469	0.7294
Gm36313	0.3850072	-0.05285579	0.85885989	0.847314	NA
Gm36315	1.000243	0.2482902	0.82544699	0.4082744	0.5298073
Gm36316	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm36317	249.4539	3.540659	0.1549288	6.893709e-117	1.971295e-115
Gm36318	5.999491	-0.1199362	0.43327455	0.6397987	0.7393946
Gm36322	0.3790861	0.06929986	0.90869635	0.7986165	NA
Gm36325	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36331	19.638	-0.183516	0.30809439	0.4266505	0.5479364
Gm36333	0.2569674	0.001919562	0.94519506	0.9941931	NA
Gm36338	2.300596	-0.2462732	0.62948906	0.3930607	0.5146582
Gm36341	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36346	4.569055	-0.995773	0.87547448	0.02118506	0.03960401
Gm36355	54.22693	3.103918	0.29018796	4.586643e-28	3.206767e-27
Gm36356	1.893725	1.506684	1.4408822	0.0119881	0.02329471
Gm36357	0.6432835	-0.07956508	0.80723011	0.7749615	0.847559
Gm36358	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm36359	0.6431457	-0.3675503	1.02719354	0.2555319	0.3649379
Gm3636	16.65983	-5.642332	1.05595501	3.076604e-09	1.027825e-08
Gm36360	0.9860507	-0.02283364	0.66074454	0.9333583	0.9581616
Gm36363	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36365	0.2537778	-0.1098976	0.97160047	0.6820212	NA
Gm36371	9.922165	0.7212618	0.5154867	0.02282728	0.04244345
Gm36372	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36375	1.622873	-0.3798009	0.79819629	0.2379198	0.3439169
Gm36377	0.3726424	-0.222357	0.93987629	0.4480675	NA
Gm36380	0.64025	-0.4203267	1.02993824	0.2120724	0.312576
Gm36386	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36389	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm36390	0.8781501	0.06729725	0.70538471	0.8076963	0.8683808
Gm36393	2.887544	0.5391785	0.85382318	0.1284314	0.2031562
Gm36395	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm36402	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36405	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm36409	0.87963	0.05884261	0.73238682	0.8316834	0.8836185
Gm36410	3.787829	1.044942	0.99128518	0.02285031	0.04248244
Gm36411	3.583778	-0.1328047	0.50932027	0.617521	0.7216471
Gm36412	0.3700648	0.1646022	0.99830775	0.548349	NA
Gm36416	0.251153	0.1155175	0.97586675	0.6669579	NA
Gm36417	0.1208589	-0.05161082	0.96646521	0.8439807	NA
Gm36419	0.9974386	-0.479516	0.98439419	0.1715614	0.2604836
Gm36423	1.62819	-0.08028699	0.59799685	0.7670463	0.8415133
Gm36426	27.34399	1.601863	0.35439452	2.285052e-07	6.813913e-07
Gm36428	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36430	0.1226395	-0.05161082	0.96646521	0.8439807	NA
Gm36431	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm36434	0.3700648	0.1646022	0.99830775	0.548349	NA
Gm36439	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36440	20.87817	0.5322825	0.34259764	0.03339431	0.06018847
Gm36441	0.497279	0.1516481	0.8640409	0.5940557	NA
Gm36443	80.96673	-0.8015045	0.20055456	5.467445e-06	1.483518e-05
Gm36445	40.48313	-0.004289601	0.21197761	0.9814124	0.9921425
Gm36446	0.3714722	-0.06386211	0.90954697	0.8137538	NA
Gm36447	5.613758	0.2969672	0.47133608	0.2769789	0.3901021
Gm36449	1.133186	0.1907134	0.70377779	0.5068834	0.623146
Gm36456	1.993249	0.2841725	0.66407569	0.3375432	0.4564693
Gm36457	6.271264	0.09431528	0.41481005	0.7091392	0.7943621
Gm36459	1.141236	-0.04642613	0.69189504	0.8659764	0.906089
Gm36475	8.641382	0.3513811	0.43599711	0.1936025	0.2892897
Gm36493	0.5279618	0.1822911	0.87489898	0.5279909	0.6427518
Gm36495	4.588995	-0.8654287	0.79038333	0.02940784	0.05359765
Gm36496	7.964117	-2.324338	0.78024459	6.903908e-05	0.0001713198
Gm36499	0.2467098	0.1096545	0.98586506	0.6799513	NA
Gm3650	1.365688	-0.2612691	0.74555846	0.3825407	0.5036949
Gm36500	1.425645	0.2943461	0.72578932	0.3310599	0.4498823
Gm36505	0.4910308	0.1420886	0.8601983	0.6160472	NA
Gm36507	0.3729864	-0.07019938	0.86923245	0.7985317	NA
Gm36510	0.2582664	-0.1092249	0.98533405	0.681164	NA
Gm36513	1.991523	0.3918402	0.76698644	0.2228488	0.3255456
Gm36520	24.57275	1.831406	0.4201243	5.740413e-07	1.670188e-06
Gm36523	1.001802	0.2497541	0.81838004	0.4056712	0.5276563
Gm36529	0.2581229	0.1120471	0.98678848	0.6736284	NA
Gm36531	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36539	0.5021149	-0.1641523	0.83518623	0.5674487	NA
Gm36543	1.231519	-1.193833	1.43969394	0.02531958	0.04669858
Gm36544	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36547	0.4627352	-0.2529738	0.97827174	0.3946512	NA
Gm36548	0.8947859	0.544056	1.14214167	0.1384057	0.2170546
Gm36549	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36551	35.25778	-0.4936516	0.27026315	0.02327748	0.04321436
Gm36553	0.8809475	0.2031928	0.80660926	0.4876389	0.6045996
Gm36556	57.73875	-0.04212232	0.2088844	0.8171138	0.8745986
Gm36561	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36565	2.342404	0.30684	0.81643918	0.3223977	0.4402416
Gm36572	1.433489	0.4880158	0.91515037	0.1626937	0.2489092
Gm36574	0.2464168	0.002088899	0.95080896	0.9936597	NA
Gm36582	302.2302	-0.6017073	0.09586311	9.581506e-11	3.470522e-10
Gm36584	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36585	0.3871843	0.1731088	0.99777337	0.5308128	NA
Gm36587	0.8324354	0.1624458	0.82010793	0.5713761	0.6827545
Gm36589	0.6207971	0.07139626	0.81123087	0.797061	0.8621903
Gm36590	0.3803089	0.07648764	0.86877358	0.781344	NA
Gm36594	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm36595	0.9873598	0.02535176	0.78903198	0.9267935	0.9527275
Gm36598	0.2467098	0.1096545	0.98586506	0.6799513	NA
Gm36600	238.176	-0.5362141	0.11765737	1.857988e-06	5.222604e-06
Gm36603	2.258643	0.1724657	0.57576911	0.5314998	0.6457568
Gm36604	0.6129688	-0.2131047	0.87638851	0.4686833	0.5870554
Gm36607	0.756724	0.6181173	1.12357563	0.1097227	0.1767032
Gm36608	2.774955	0.2342824	0.55975882	0.4024053	0.5243663
Gm36614	0.4983354	0.1449396	0.86011768	0.6094816	NA
Gm36617	0.3679184	-0.1608827	0.99696364	0.5565718	NA
Gm36619	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm36620	0.1230607	-0.05161082	0.96646521	0.8439807	NA
Gm36627	1.250434	-2.783436e-05	0.66161284	0.9999186	0.9999186
Gm36628	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36629	1.475065	-0.1061404	0.6339376	0.6996325	0.7869151
Gm36631	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36634	2.638405	0.1884882	0.57174911	0.4957037	0.6123556
Gm36635	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36639	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36642	0.2467098	0.1096545	0.98586506	0.6799513	NA
Gm36648	0.7588071	0.3287862	0.89946122	0.2987958	0.4141895
Gm36649	3.182611	0.1768618	0.57528919	0.5216055	0.6369429
Gm36660	38.0021	1.780437	0.3047225	3.434362e-10	1.207319e-09
Gm36661	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36665	0.3679184	-0.1608827	0.99696364	0.5565718	NA
Gm3667	0.4634091	-0.09813331	0.89075016	0.7222668	NA
Gm36672	0.2492991	-0.003743948	0.94927304	0.9886474	NA
Gm36675	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36677	1.009418	0.4800001	0.99637449	0.1716229	0.2605579
Gm36680	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36681	15.53955	0.5983037	0.41883225	0.03233514	0.05842227
Gm36684	1.628958	0.05462876	0.60500478	0.8399245	0.8886519
Gm36685	0.6338629	0.3689087	1.0296468	0.2541328	0.3633536
Gm36690	0.1243433	0.05548383	0.9673458	0.8325408	NA
Gm36693	0.7388324	-0.2856769	0.90233767	0.3530476	0.4724234
Gm36696	2.120603	0.3421476	0.67221772	0.2619527	0.3724707
Gm36702	0.2461215	-0.1068211	0.98450615	0.6875456	NA
Gm36709	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36712	1.137215	0.1634403	0.7402227	0.5674741	0.6793106
Gm36715	0.245279	-0.1065463	0.98441316	0.6882774	NA
Gm36718	41.60993	1.723116	0.28634016	1.139492e-10	4.109335e-10
Gm36722	1.637121	-0.03924377	0.63190882	0.885189	0.9205003
Gm36723	2.483863	-0.1206075	0.5860226	0.6580106	0.7534406
Gm36726	0.2534795	0.001968321	0.94702515	0.9940392	NA
Gm36732	0.1290614	0.05548383	0.9673458	0.8325408	NA
Gm36736	0.3872429	0.06979317	0.90606385	0.7974407	NA
Gm36738	86.51179	0.9833817	0.19168486	9.381865e-09	3.046524e-08
Gm36740	0.2434978	-0.1091211	0.97710802	0.6830148	NA
Gm36743	0.1233549	0.05548383	0.9673458	0.8325408	NA
Gm36745	0.1278316	0.05548383	0.9673458	0.8325408	NA
Gm36746	10.31775	2.8889	0.71526118	1.785876e-06	5.024009e-06
Gm36748	0.5022093	-0.1497112	0.86200219	0.5985221	NA
Gm36749	0.1291332	-0.05161082	0.96646521	0.8439807	NA
Gm36750	1.91316	0.7389241	1.05829874	0.07185178	0.1210191
Gm36753	2.956074	0.49873	0.73863304	0.1372545	0.2155604
Gm36757	15.55045	1.801719	0.52095464	1.709789e-05	4.473488e-05
Gm36763	0.2581229	0.1120471	0.98678848	0.6736284	NA
Gm36764	0.2417178	-0.1054349	0.9840305	0.6912443	NA
