gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
Gm32356	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm32357	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32360	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm32364	0.4252484	0.04155303	0.55710272	0.6787678	NA
Gm32369	0.549478	-0.09888118	0.62712079	0.3743069	NA
Gm32371	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm32374	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm32379	0.2648279	0.05201732	0.66959292	0.6322105	NA
Gm32382	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32384	19.65601	-0.1109821	0.23529869	0.2922367	0.4631253
Gm3239	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm32391	23.02872	-0.03609702	0.20490907	0.7071302	0.8270322
Gm32392	4.838715	0.04135315	0.31236482	0.6502674	0.7888709
Gm32403	16.77957	-1.172243	0.79051388	0.0009298297	0.00347845
Gm32404	1.822325	-0.1434909	0.5360121	0.2082132	0.3617385
Gm32406	0.4099378	-0.06509385	0.62367688	0.543254	NA
Gm32409	742.8818	-0.3004291	0.071539	3.225019e-06	1.855917e-05
Gm32412	0.8337828	-0.1659813	0.72273699	0.1992945	NA
Gm32413	0.6933605	-0.001464659	0.47905448	0.9874089	NA
Gm32420	0.7025247	-0.1332298	0.67109451	0.2659677	NA
Gm32422	1.169799	0.02558394	0.43298831	0.776488	NA
Gm32432	33.03874	-0.1862679	0.50338641	0.1311471	0.2522888
Gm32436	0.3972419	0.07861436	0.67858742	0.4831228	NA
Gm32438	0.5747797	-0.0354998	0.51989541	0.7145251	NA
Gm32440	1.267536	0.2551287	0.83727724	0.1018744	NA
Gm32442	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm32443	0.5605308	-0.09390344	0.6387566	0.3994135	NA
Gm32448	2.416027	-0.05141232	0.35752548	0.571883	0.7312134
Gm32449	0.5633827	-0.03464757	0.52092514	0.7211919	NA
Gm32450	1.943031	-0.1272883	0.52525983	0.2471123	0.4104242
Gm32454	0.2899114	-0.03869044	0.65414539	0.717102	NA
Gm32455	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm32458	0.2946119	0.009670055	0.60785999	0.9250761	NA
Gm32462	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm32465	6.718238	0.01318408	0.2597248	0.8866693	0.9361415
Gm32468	0.2998525	0.009720743	0.60539667	0.9245671	NA
Gm32473	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm32474	1.283942	0.1219917	0.60631354	0.2826039	NA
Gm32481	0.4060593	-0.01136907	0.56845555	0.9095457	NA
Gm32483	41.06171	-0.01421859	0.17245009	0.8810256	0.9334117
Gm32486	3.570407	0.002478403	0.29908977	0.9778173	0.9874247
Gm32487	0.6237909	0.1434864	0.72648697	0.2517995	NA
Gm32497	0.9058616	0.02320492	0.45608011	0.7998745	NA
Gm32498	3.081726	0.05585297	0.33541184	0.545207	0.7094635
Gm32500	0.3192344	0.01778269	0.60078411	0.8623115	NA
Gm32504	0.2732836	-0.03863581	0.64103255	0.7156034	NA
Gm32509	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm32510	8.635678	0.006896844	0.24525883	0.9410571	0.9675676
Gm32511	0.2706129	-0.03723025	0.65275048	0.7269156	NA
Gm32513	0.8714809	-0.01931296	0.4312113	0.8295174	NA
Gm3252	0.2648279	0.05201732	0.66959292	0.6322105	NA
Gm32528	33.82443	-0.2042263	0.24588015	0.08953955	0.1860335
Gm32535	45.2437	0.02450149	0.19117869	0.7975042	0.8847454
Gm32539	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm32540	0.8145412	-0.02273097	0.46998165	0.8059652	NA
Gm32544	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm32547	1.310572	-0.01140579	0.37716124	0.8957017	NA
Gm32549	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm3255	100.3282	0.05315088	0.15942042	0.5788115	0.7362547
Gm32552	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32553	1.820633	0.09628705	0.46670615	0.3408697	0.5162689
Gm32558	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm32566	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32569	1.223565	0.489581	1.22666993	0.03828434	NA
Gm32573	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm32574	0.408468	-0.06485302	0.6236941	0.5446645	NA
Gm32577	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm32579	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm32584	0.5661909	-0.0349626	0.52079057	0.7187796	NA
Gm32585	78.97023	-1.20848	0.25948405	7.858502e-08	5.600696e-07
Gm32591	1.966225	0.397416	0.96431408	0.04469964	0.1051527
Gm32600	6.612443	0.01887529	0.25938282	0.8388373	0.9113767
Gm32604	3.070076	0.03475797	0.32040886	0.6989857	0.8217503
Gm32605	3.871225	0.5139479	0.91829726	0.02179352	0.05722713
Gm32613	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm32620	0.4545729	0.04444027	0.578133	0.6634589	NA
Gm32633	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm32639	0.7073047	-0.0156155	0.48213652	0.8670115	NA
Gm3264	1.592455	-0.2204793	0.73677464	0.1206222	0.2359153
Gm32640	1.861711	-0.03329319	0.38146642	0.707037	0.8269783
Gm32643	0.74181	0.04902298	0.4882316	0.6079339	NA
Gm32645	0.6850417	-0.07956365	0.57045735	0.4474183	NA
Gm32650	2.255021	-0.1302718	0.49493524	0.2336803	0.3938748
Gm32655	1.06355	0.08321636	0.50246802	0.408146	NA
Gm32657	1.014426	-0.1013303	0.55678873	0.3429046	NA
Gm32659	2.27811	0.3333667	0.95681948	0.06663757	0.1460543
Gm32660	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32661	0.875943	0.06115613	0.50846646	0.5332963	NA
Gm32664	7.452976	0.02488	0.2645586	0.7887116	0.8796956
Gm32666	3.501343	-0.0146139	0.30810208	0.8693757	0.9277583
Gm32673	0.5493773	-0.08411016	0.65305478	0.4492782	NA
Gm32677	0.4287026	-0.06813268	0.62365784	0.52574	NA
Gm32679	0.516897	0.002149896	0.53821633	0.9824296	NA
Gm32680	0.2746887	-0.0376469	0.65314955	0.7241067	NA
Gm32681	0.5655245	-0.03658128	0.50379737	0.7026822	NA
Gm32684	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32687	161.3123	0.04345508	0.13168191	0.6339112	0.7765034
Gm32694	3.857803	0.06169348	0.31130311	0.5141459	0.6817285
Gm32695	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm32700	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm32703	0.6908924	-0.1188102	0.67062551	0.311093	NA
Gm32705	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm32707	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm32708	9.549004	-0.09597487	0.30121314	0.3467477	0.5223805
Gm32709	0.3916618	-0.01446747	0.5717344	0.8853934	NA
Gm32710	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm32714	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm32715	0.43664	0.04245629	0.55517592	0.6718917	NA
Gm32718	0.7020396	0.04496348	0.50496942	0.641174	NA
Gm32719	319.2242	0.09515126	0.09687715	0.2249456	0.3836945
Gm32720	22.14706	-0.02418733	0.19920912	0.7999462	0.8863355
Gm32721	0.4415211	0.09588897	0.66742309	0.398843	NA
Gm32723	0.2922856	0.009702754	0.60898946	0.9248773	NA
Gm32724	0.4190815	-0.07115149	0.6056089	0.5036358	NA
Gm32725	44.95941	0.7716764	0.36286677	0.0005045246	0.001997077
Gm32730	6.79025	-0.06959259	0.28353152	0.4757037	0.648452
Gm32733	464.619	0.04314275	0.0847123	0.5437122	0.7082787
Gm32737	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm32740	0.291641	0.05911641	0.65710268	0.5864287	NA
Gm32741	1.259742	-0.1522142	0.61918159	0.2052967	NA
Gm32742	2.921175	-0.3512784	0.84124	0.05044886	0.1159763
Gm32743	0.2772956	0.009638914	0.61645578	0.9257109	NA
Gm32745	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm32746	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm32749	79.49137	-0.2764784	0.21569226	0.0254563	0.06541277
Gm32753	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm32755	0.4027669	0.03557158	0.58305267	0.727242	NA
Gm32756	0.4254282	-0.01169769	0.56278449	0.9065469	NA
Gm32758	0.5472358	-0.09109044	0.63794513	0.4118974	NA
Gm32767	1.266244	-0.02149447	0.4082872	0.8081999	NA
Gm32768	0.890789	0.07082911	0.50079545	0.4732695	NA
Gm32773	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm32778	2.358798	0.01744038	0.323872	0.8430557	0.9133102
Gm32786	0.5888534	0.07488319	0.56809542	0.4715585	NA
Gm32788	3.001227	0.02428748	0.31111604	0.7857521	0.8780818
Gm32790	2.606333	-0.04171193	0.34284705	0.6424268	0.7829855
Gm32793	1.408349	-0.0325789	0.38911795	0.7133302	0.8310767
Gm32796	7.976962	-0.1165283	0.33518907	0.2695124	0.4373666
Gm32803	1.919147	1.689227	2.10087015	0.004076257	0.01319098
Gm32807	0.8092601	-0.01044569	0.46055786	0.9090743	NA
Gm32810	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm32817	0.8884327	0.0701835	0.50237712	0.4774105	NA
Gm32819	5.200909	-0.2289206	0.48604307	0.0880245	0.1833409
Gm32820	4.769486	-0.1085336	0.34001145	0.2941577	0.4649539
Gm32822	3.234093	-0.09337071	0.36415675	0.3466599	0.522293
Gm32823	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm32827	7.609854	0.2423377	0.41936297	0.07640208	0.1632146
Gm32829	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm32834	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32838	2.672664	-0.01930081	0.33650483	0.8257629	0.9030891
Gm32840	1.136583	-0.05496414	0.43496632	0.5542303	NA
Gm32841	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm32845	0.5649849	-0.03245708	0.54266046	0.7423138	NA
Gm32849	4.161805	-0.0163456	0.28974106	0.8564007	0.9208469
Gm32853	0.2802686	-0.03899724	0.63794651	0.7126505	NA
Gm32854	0.2872752	0.058187	0.65773095	0.5921465	NA
Gm32856	345.1654	-0.4323819	0.12449053	1.331867e-05	6.966536e-05
Gm32857	1.027557	-0.08994268	0.57591256	0.398119	NA
Gm32861	90.878	0.332308	0.20618189	0.008528729	0.02540549
Gm32870	0.2706129	-0.03723025	0.65275048	0.7269156	NA
Gm32872	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm32877	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm32878	0.4059193	-0.05961635	0.64695538	0.5812907	NA
Gm32881	0.2902205	0.009643461	0.60997266	0.9253803	NA
Gm32888	0.2972711	0.009686814	0.60660019	0.9248869	NA
Gm32896	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32898	0.7747316	-0.06766483	0.54102331	0.5038308	NA
Gm32899	0.4177099	-0.070947	0.60558367	0.5047717	NA
Gm32910	2.209123	-0.198865	0.63570528	0.1306205	0.2514409
Gm32912	4.53055	0.03864809	0.30709994	0.6716587	0.8036219
Gm32914	0.2966564	0.009697838	0.60689499	0.9248159	NA
Gm32917	22.28117	0.08015741	0.21038488	0.424682	0.6000792
Gm32918	1.233148	-0.06657381	0.48550458	0.4935756	NA
Gm32921	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm32925	0.5473163	-0.09110369	0.63795609	0.4118398	NA
Gm32926	0.9654377	-0.03561597	0.44832319	0.6978405	NA
Gm32927	2.468551	0.02842033	0.34205933	0.747484	0.8525805
Gm32928	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm32930	3.664469	-0.1313303	0.40140881	0.2241959	0.3826535
Gm32934	0.6172101	0.07458594	0.58793628	0.4793739	NA
Gm32939	0.2928708	0.00964836	0.6086892	0.9252825	NA
Gm32940	14.26922	-0.04612674	0.22515405	0.633096	0.7758637
Gm32943	73.00722	-0.05571923	0.16920634	0.5640933	0.7248621
Gm32949	30.41367	0.0180118	0.18432253	0.8500107	0.9174563
Gm32950	0.5957578	0.1364273	0.71630419	0.2684447	NA
Gm32952	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm32955	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm32957	1.132409	-0.2208697	0.83916361	0.1360461	NA
Gm32963	0.5844989	-0.03662727	0.51957122	0.705976	NA
Gm32965	1.121631	0.1339281	0.59652099	0.2447983	NA
Gm32970	0.2972829	0.009700288	0.60659903	0.9247828	NA
Gm32974	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm32979	0.9939086	0.1680397	0.69477005	0.1892127	NA
Gm32980	0.712645	0.04369853	0.50207836	0.6495288	NA
Gm32992	1.264074	-0.1520959	0.61866956	0.2054448	NA
Gm32994	41.66883	-0.9646573	0.45105448	0.0003358441	0.001380945
Gm32998	12.57823	0.01594883	0.22210587	0.8661469	0.9260383
Gm32999	0.3678103	-0.01105894	0.57760614	0.9125918	NA
Gm33011	10.54153	-0.1247381	0.29274628	0.2499191	0.4139801
Gm33024	0.444695	-0.01309968	0.55814966	0.8950592	NA
Gm33029	2.644461	-0.1557919	0.52452111	0.1808365	0.3246043
Gm33031	0.4126099	-0.06553047	0.6236515	0.5407053	NA
Gm33039	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm33044	2.394251	-0.02688083	0.33731525	0.7607309	0.8621813
Gm33046	6.075682	0.04071561	0.2877333	0.6608015	0.7956841
Gm33047	1.313383	-0.02256186	0.39357097	0.7976887	NA
Gm33048	0.4398139	-0.01236998	0.53417342	0.8989382	NA
Gm33049	8.885383	-0.09754471	0.29358938	0.3418179	0.517185
Gm33050	0.8510693	0.05858447	0.50725082	0.5492304	NA
Gm33051	0.2706129	-0.03723025	0.65275048	0.7269156	NA
Gm33053	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33055	1.311676	0.01317121	0.37841822	0.8798008	NA
Gm33067	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33074	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33078	2.183752	-0.0784247	0.40046282	0.4129448	0.5884875
Gm33085	1.392546	0.02629951	0.38621557	0.7652108	0.8649716
Gm33089	0.2732692	-0.03863276	0.64105115	0.7156272	NA
Gm33097	0.849169	0.1430698	0.64068583	0.2317144	NA
Gm33099	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm33103	1.800434	-0.02927755	0.37040724	0.7395338	0.8477795
Gm33104	1.040444	0.3615854	1.05069792	0.0624951	NA
Gm33106	0.2966598	0.009701521	0.60689461	0.9247874	NA
Gm33108	57.96599	-0.2202468	0.21424159	0.0614503	0.1366556
Gm33111	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm33118	1.078962	0.1885376	0.76920624	0.1683568	NA
Gm33122	0.5427919	-0.09549366	0.6218981	0.3873214	NA
Gm33124	22.86078	-0.08455729	0.22125866	0.4034181	0.580019
Gm33126	0.5987588	0.02242397	0.50395708	0.8137904	NA
Gm33135	0.2772949	0.009640387	0.6164566	0.9256996	NA
Gm33136	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm33144	0.8618091	-0.02129342	0.44858327	0.8148363	NA
Gm33148	0.9814701	-0.09303315	0.55878959	0.3787308	NA
Gm33151	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33153	2.751462	0.1168644	0.4091154	0.2631651	0.4296595
Gm33159	1.054802	0.07479267	0.50978782	0.4539006	NA
Gm33162	0.2746887	-0.0376469	0.65314955	0.7241067	NA
Gm33182	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33185	4.381373	0.1042105	0.56886826	0.334983	0.509575
Gm33190	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33195	11.19327	-0.02806592	0.23456651	0.7671783	0.866481
Gm33198	1.417235	-0.1614912	0.65467331	0.1934935	0.3416364
Gm33199	0.2802666	-0.03899938	0.63795065	0.7126364	NA
Gm33202	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm33205	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33206	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm33207	5.061053	-0.2230598	0.48553866	0.09264097	0.1911889
Gm33210	0.2648279	0.05201732	0.66959292	0.6322105	NA
Gm33214	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm33215	0.2746887	-0.0376469	0.65314955	0.7241067	NA
Gm33217	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm33219	2.861258	-0.0260534	0.3242579	0.7690923	0.8676293
Gm33223	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33228	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33230	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33235	5.250082	-0.06152793	0.30040826	0.5179512	0.6853115
Gm33236	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm33240	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33243	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33248	4.346843	-4.009335	2.06519137	0.0002507653	0.001054859
Gm33249	0.2899114	-0.03869044	0.65414539	0.717102	NA
Gm3325	237.933	-0.2044559	0.11811181	0.02412137	0.06248092
Gm33250	7.93613	0.04943849	0.2734772	0.6024771	0.753847
Gm33251	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33255	0.704303	-0.00280173	0.45888566	0.9755045	NA
Gm33257	8.196131	-0.05537936	0.27508888	0.5627572	0.723791
Gm33258	16.58344	0.1192298	0.25071152	0.2657737	0.432778
Gm33259	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm33265	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33272	1816.812	-0.4074817	0.07628264	2.426769e-09	2.048533e-08
Gm33274	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm33277	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33281	0.8587435	0.02342509	0.44305449	0.7960766	NA
Gm33283	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33292	0.572986	-0.03337327	0.54212161	0.7353097	NA
Gm33297	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33302	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm33308	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33309	0.2706129	-0.03723025	0.65275048	0.7269156	NA
Gm33310	4.261397	0.09239705	0.34216404	0.3535299	0.5300083
Gm33311	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33315	0.4778747	0.09492495	0.68650176	0.4080753	NA
Gm33318	68.80083	-0.05628403	0.15039124	0.553163	0.7165272
Gm33319	2.434842	0.03220088	0.33388981	0.7173452	0.8331027
Gm33320	0.2946106	0.009668758	0.60786018	0.9250861	NA
Gm33325	0.4778747	0.09492495	0.68650176	0.4080753	NA
Gm33335	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33336	0.3097805	0.05851198	0.67797904	0.5939596	NA
Gm33340	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33341	0.2726438	-0.03853499	0.64127815	0.716333	NA
Gm33347	0.4646708	0.09226606	0.68466541	0.4193683	NA
Gm33353	0.8452169	-0.07330312	0.53865535	0.470949	NA
Gm3336	297.8056	-0.0587969	0.09873831	0.4574943	0.6321118
Gm33361	0.5492462	-0.09142156	0.63822049	0.4104617	NA
Gm33363	1.201541	0.1182386	0.58049838	0.2877752	NA
Gm33368	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm33370	1.513654	-0.05054179	0.40741212	0.5797038	0.7371604
Gm33376	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33377	0.4409617	-0.00787437	0.5311421	0.9353597	NA
Gm33382	0.2829307	-0.03955849	0.63733749	0.7087043	NA
Gm33387	1.488989	0.07992884	0.43172833	0.4086714	0.5845527
Gm33388	1.14649	-0.007753229	0.40957862	0.9298677	NA
Gm33389	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33390	15.73281	5.362872	0.92258548	1.979683e-09	1.692263e-08
Gm33391	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm33407	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33409	0.9449421	0.005990666	0.4197716	0.9461047	NA
Gm33410	0.5412257	-0.08286556	0.65235155	0.4552086	NA
Gm33413	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33415	4.075286	-0.1566552	0.4386497	0.1718082	0.3112899
Gm33418	5.370102	0.05528321	0.28913923	0.5598202	0.7213226
Gm33424	4.706959	-0.06730094	0.32309339	0.4786955	0.6508141
Gm33433	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33436	1.370723	0.6431606	1.40866806	0.02441125	0.0631016
Gm33444	5.100817	-0.0152368	0.27544913	0.8676118	0.9268718
Gm33447	1.277873	0.008970426	0.38697219	0.9180483	NA
Gm33449	1.654565	0.04756898	0.39270225	0.5990588	0.7515645
Gm33454	1.757328	0.06589628	0.39304432	0.4802463	0.6520649
Gm33457	0.2677078	0.009532742	0.62147948	0.9267437	NA
Gm33459	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm33460	3.274258	-0.07825754	0.35003677	0.4159423	0.5910565
Gm33461	2.262542	-0.126019	0.46442152	0.2409049	0.4031138
Gm33464	0.7098693	-0.05534269	0.52238302	0.5747407	NA
Gm33467	0.7879226	-0.07719575	0.55190853	0.4539881	NA
Gm33474	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33480	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33483	45.84876	-0.7617203	0.34175605	0.0004004512	0.001619448
Gm33485	0.8062144	-0.08311995	0.56536144	0.4276816	NA
Gm33486	0.9838445	-0.09768176	0.55170818	0.3564492	NA
Gm33487	0.2746887	-0.0376469	0.65314955	0.7241067	NA
Gm33502	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm33504	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33509	2.186187	-0.3846352	0.98134472	0.04948833	0.1142313
Gm33515	0.4046032	-0.011191	0.56884357	0.9109798	NA
Gm33517	4.639761	-1.025503	1.46326196	0.00739018	0.02238194
Gm33524	0.5169888	0.00872195	0.5173203	0.9275906	NA
Gm33527	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33531	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33532	0.434626	-0.0128963	0.53566914	0.8948021	NA
Gm33538	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33539	0.2805515	0.006828301	0.61400649	0.947237	NA
Gm33542	0.2829304	-0.03955893	0.63733829	0.7087014	NA
Gm33547	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33548	2.241162	-0.1330584	0.5963448	0.2471365	0.4104242
Gm33552	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33554	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33555	0.9891669	0.03729593	0.44070226	0.6832189	NA
Gm33557	5.307109	-0.01176523	0.28663055	0.8963946	0.94207
Gm33560	0.4113592	-0.06532566	0.62366131	0.5418992	NA
Gm33561	20.14727	-1.199007	0.62331654	0.0003517654	0.001440419
Gm33562	0.3459016	-0.03821218	0.60711082	0.7129061	NA
Gm33563	0.4099709	-0.06509923	0.62367648	0.5432225	NA
Gm33564	0.6056987	-0.03239701	0.51175636	0.7364064	NA
Gm33566	0.4801526	0.1044653	0.67511504	0.365261	NA
Gm33570	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33576	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33577	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33578	0.7239753	3.911155e-05	0.45600427	0.9996572	NA
Gm33579	0.2773049	0.00961862	0.61644438	0.9258661	NA
Gm33581	0.5643378	0.01896071	0.48901946	0.8399625	NA
Gm33582	2.88962	-0.02936048	0.32231304	0.7419738	0.849088
Gm33583	19.17868	0.08792949	0.24239586	0.3880901	0.5654688
Gm33584	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33585	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33586	2.006974	-0.06224048	0.40761718	0.5033014	0.6721521
Gm33587	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33588	6.966232	-0.2843538	0.48983712	0.05569373	0.1259739
Gm33595	5.268943	-0.01447502	0.27608439	0.8740541	0.9299855
Gm33597	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm33605	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm33609	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33610	0.2874314	0.001297576	0.60975039	0.9899364	NA
Gm33616	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm33617	0.2759488	-0.03778291	0.65327736	0.7231909	NA
Gm33622	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33624	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm33627	0.1592916	0.0292821	0.64447795	0.7817193	NA
Gm33628	1.955837	-0.09423116	0.42581338	0.343302	0.5188396
Gm33632	0.6973416	-0.05885431	0.51229644	0.5489966	NA
Gm33636	2.048747	-0.05790878	0.37987282	0.5285059	0.6949372
Gm33641	1.487226	-0.02804902	0.39022397	0.7507708	0.8550157
Gm33645	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33647	0.4594122	-0.002604603	0.52463964	0.9784724	NA
Gm33648	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33649	3.247359	-0.01218805	0.30174779	0.8913122	0.9391374
Gm33655	0.3185831	0.05995777	0.67836539	0.5854618	NA
Gm33660	0.407673	-0.0121411	0.54248127	0.901465	NA
Gm33661	0.1373443	-0.01715302	0.63533576	0.8698261	NA
Gm33663	4.430724	-0.1175537	0.38088798	0.2617879	0.4280724
Gm33666	0.885108	-0.01749631	0.44133124	0.8463278	NA
Gm33667	1.750174	0.03669043	0.35717939	0.6797599	0.8094573
Gm33671	0.7830703	0.196265	0.80850237	0.1636388	NA
Gm33679	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33680	0.418621	-0.06650653	0.62361696	0.5350452	NA
Gm33682	6.83802	-0.0118792	0.25903604	0.8978203	0.9427067
Gm33690	0.2753207	-0.03894765	0.64036905	0.7133619	NA
Gm33694	2.560073	-0.03779302	0.3411528	0.6723684	0.8039784
Gm33699	0.4198632	-0.07122356	0.60555893	0.5032187	NA
Gm33701	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm33704	0.1449557	-0.01715302	0.63533576	0.8698261	NA
Gm33712	1.131981	0.4299945	1.14759985	0.04727314	NA
Gm33714	730.9262	0.3044739	0.07841951	1.163123e-05	6.146089e-05
Gm33721	111.3981	-0.8809507	0.22868081	3.140937e-06	1.808122e-05
Gm33724	0.1379744	-0.01715302	0.63533576	0.8698261	NA
Gm33725	1.066465	-0.1979493	0.79856749	0.1593777	NA
Gm33727	0.132414	0.0292821	0.64447795	0.7817193	NA
Gm33728	0.3097805	0.05851198	0.67797904	0.5939596	NA
Gm33732	0.8830368	0.02372472	0.44340358	0.7936111	NA
Gm33738	0.1548903	0.0292821	0.64447795	0.7817193	NA
Gm33739	0.1353064	-0.01715302	0.63533576	0.8698261	NA
Gm33742	3.208168	-0.01998272	0.30895283	0.8226349	0.900798
